"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
2.182026506E1;3.905385733E0;-1.160040379E1;-3.011367321E0
2.182271360E1;3.845565081E0;-1.139222908E1;-3.035295486E0
2.182516130E1;3.720839262E0;-1.122473145E1;-2.980260611E0
2.182760990E1;3.534198999E0;-1.107129097E1;-2.870190859E0
2.183005922E1;3.318845034E0;-1.091815090E1;-2.755335331E0
2.183250776E1;3.079263687E0;-1.077218819E1;-2.657229662E0
2.183495542E1;2.725125790E0;-1.062383366E1;-2.585444927E0
2.183740401E1;2.387438774E0;-1.050628567E1;-2.556730986E0
2.183985334E1;1.958824396E0;-1.042492962E1;-2.575873613E0
2.184230188E1;1.451246977E0;-1.040818024E1;-2.697907448E0
2.184474959E1;9.269196987E-1;-1.044646549E1;-2.834298372E0
2.184719813E1;3.786641955E-1;-1.047757244E1;-3.054438114E0
2.184964750E1;-1.118644550E-1;-1.060708332E1;-3.265305519E0
2.185209599E1;-6.337988973E-1;-1.077458096E1;-3.564408541E0
2.185454370E1;-1.148554921E0;-1.106171989E1;-3.880560160E0
2.185699229E1;-1.627418518E0;-1.145922756E1;-4.117449760E0
2.185944162E1;-2.130210400E0;-1.197637653E1;-4.371387959E0
2.186189016E1;-2.661715984E0;-1.259163094E1;-4.577170849E0
2.186433782E1;-3.224328518E0;-1.331695557E1;-4.672883511E0
2.186678641E1;-3.806083441E0;-1.409522057E1;-4.634598255E0
2.186923578E1;-4.390231133E0;-1.486361599E1;-4.474279404E0
2.187168427E1;-4.943272591E0;-1.559133339E1;-4.146163464E0
2.187413198E1;-5.374279499E0;-1.623799324E1;-3.722633839E0
2.187658058E1;-5.558526993E0;-1.672134399E1;-3.128914595E0
2.187902990E1;-5.546562672E0;-1.704706764E1;-2.420041084E0
2.188147844E1;-5.453242779E0;-1.725763512E1;-1.646860242E0
2.188392610E1;-5.412564754E0;-1.741346741E1;-7.896314859E-1
2.188637469E1;-5.431707382E0;-1.751157379E1;1.295115203E-1
2.188882401E1;-5.443671703E0;-1.751396561E1;9.891330600E-1
2.189127256E1;-5.328815937E0;-1.746850204E1;1.791027784E0
2.189372026E1;-5.091627598E0;-1.732014847E1;2.463710070E0
2.189616881E1;-4.782953262E0;-1.709253120E1;2.997608662E0
2.189861818E1;-4.356731892E0;-1.680060577E1;3.359223843E0
2.190106667E1;-3.841975927E0;-1.643659782E1;3.576970816E0
2.190351438E1;-3.224328518E0;-1.601276970E1;3.576970816E0
2.190596297E1;-2.566003084E0;-1.556740475E1;3.414258718E0
2.190841229E1;-1.874178290E0;-1.510319710E1;3.095714331E0
2.191086084E1;-1.165304661E0;-1.466501141E1;2.653042078E0
2.191330854E1;-4.615156651E-1;-1.420050526E1;2.195713997E0
2.191575709E1;1.824527234E-1;-1.378385448E1;1.764706731E0
2.191820641E1;7.091727853E-1;-1.341536045E1;1.386341572E0
2.192065495E1;1.159322619E0;-1.309920883E1;9.939187169E-1
2.192310266E1;1.491924882E0;-1.284556961E1;6.370890141E-1
2.192555125E1;1.760220170E0;-1.263470173E1;3.236292601E-1
2.192800058E1;1.946860313E0;-1.250309658E1;-1.405783277E-2
2.193044912E1;2.155334949E0;-1.238106251E1;-3.373879790E-1
2.193289677E1;2.413759947E0;-1.229731369E1;-7.058826685E-1
2.193534537E1;2.490330219E0;-1.223719406E1;-9.957132936E-1
2.193779469E1;2.404188633E0;-1.220130157E1;-1.187139153E0
2.194024323E1;2.404188633E0;-1.214865971E1;-1.469791293E0
2.194269094E1;2.365903378E0;-1.209601784E1;-1.716252089E0
2.194513953E1;2.215155602E0;-1.203380394E1;-1.816750646E0
2.194758886E1;2.097608089E0;-1.196919823E1;-1.850250125E0
2.195003740E1;2.040180445E0;-1.191655540E1;-1.941177368E0
2.195248506E1;1.951645970E0;-1.188305664E1;-2.061117649E0
2.195493365E1;1.918146491E0;-1.183280754E1;-2.197508574E0
2.195738297E1;1.927717686E0;-1.178734303E1;-2.314756870E0
2.195983151E1;1.946860313E0;-1.171555901E1;-2.391327143E0
2.196227922E1;1.922932148E0;-1.165065384E1;-2.448754787E0
2.196472776E1;1.899003863E0;-1.161476135E1;-2.412862539E0
2.196717714E1;1.927717686E0;-1.155254745E1;-2.348256350E0
2.196962563E1;1.906182289E0;-1.154536915E1;-2.254936218E0
2.197207334E1;1.956431627E0;-1.146401310E1;-2.144866467E0
2.197452193E1;1.973181367E0;-1.142812061E1;-1.965404749E0
2.197697125E1;1.966002941E0;-1.141854954E1;-1.737787485E0
2.197941979E1;1.925324917E0;-1.140419292E1;-1.515254974E0
2.198186750E1;1.925324917E0;-1.134915733E1;-1.292423368E0
2.198431604E1;1.910967946E0;-1.130369377E1;-1.081854939E0
2.198676542E1;1.860718727E0;-1.122233772E1;-8.976075649E-1
2.198921391E1;1.796112537E0;-1.111196899E1;-7.465606928E-1
2.199166162E1;1.743470430E0;-1.102343464E1;-6.245267391E-1
2.199411021E1;1.693221092E0;-1.093250751E1;-4.977070987E-1
2.199655953E1;1.635793328E0;-1.081286621E1;-4.211367965E-1
2.199900808E1;1.642971873E0;-1.071476078E1;-3.637090325E-1
2.200145573E1;1.602293849E0;-1.059033394E1;-3.780659735E-1
2.200390432E1;1.552044630E0;-1.042014408E1;-3.014956415E-1
2.200635365E1;1.415354609E0;-1.030768204E1;-2.437688112E-1
2.200880219E1;1.264606714E0;-1.017129040E1;-1.671984792E-1
2.201124990E1;1.125823021E0;-9.991530418E0;-1.001994461E-1
2.201369849E1;9.508479238E-1;-9.771389961E0;-1.097707376E-1
2.201614782E1;8.288139701E-1;-9.551250458E0;-1.025922745E-1
2.201859636E1;6.804589629E-1;-9.297312737E0;-1.456630826E-1
2.202104401E1;5.512465239E-1;-9.034101486E0;-1.576271951E-1
2.202349261E1;4.196412563E-1;-8.737092972E0;-1.935195327E-1
2.202594193E1;2.685943544E-1;-8.461917877E0;-2.557329237E-1
2.202839047E1;1.465603858E-1;-8.181658745E0;-2.967100143E-1
2.203083818E1;5.802594870E-2;-7.887341499E0;-4.019941986E-1
2.203328672E1;1.495514158E-2;-7.614260674E0;-5.216353536E-1
2.203573610E1;-6.879365444E-2;-7.386942387E0;-6.723831892E-1
2.203818459E1;-1.286142170E-1;-7.142575741E0;-7.968099117E-1
2.204063229E1;-2.294118702E-1;-6.963113785E0;-7.968099117E-1
2.204308089E1;-3.299104273E-1;-6.778866768E0;-8.015955687E-1
2.204553021E1;-4.495515525E-1;-6.644868374E0;-7.824530005E-1
2.204797875E1;-5.715855360E-1;-6.527320862E0;-8.087740541E-1
2.205042646E1;-6.601199508E-1;-6.386144638E0;-8.207381964E-1
2.205287500E1;-7.130611539E-1;-6.233004093E0;-8.593224287E-1
2.205532432E1;-7.178468108E-1;-6.103791237E0;-8.569296002E-1
2.205777287E1;-7.896314859E-1;-6.000600815E0;-8.401798606E-1
2.206022058E1;-7.968099117E-1;-5.859424591E0;-8.183453679E-1
2.206266917E1;-8.422735929E-1;-5.785246849E0;-7.417750359E-1
2.206511849E1;-8.733802438E-1;-5.682355404E0;-6.317051649E-1
2.206756703E1;-9.140582681E-1;-5.608178139E0;-5.575276613E-1
2.207001469E1;-9.355936646E-1;-5.572285652E0;-4.522434771E-1
2.207246328E1;-9.858429432E-1;-5.536393166E0;-3.445664644E-1
2.207491261E1;-9.978070259E-1;-5.495416164E0;-2.174477577E-1
2.207736115E1;-9.810572863E-1;-5.497808933E0;-1.169492081E-1
2.207980886E1;-1.014556766E0;-5.471487999E0;-6.879365072E-3
2.208225745E1;-1.019342422E0;-5.411667347E0;8.165507019E-2
2.208470677E1;-1.036092162E0;-5.423631668E0;2.300100774E-1
2.208715532E1;-1.081555843E0;-5.428417206E0;3.571287692E-1
2.208960297E1;-1.103091240E0;-5.421238899E0;4.719842672E-1
2.209205157E1;-1.074377418E0;-5.440381527E0;5.365904570E-1
2.209450089E1;-1.064806104E0;-5.440381527E0;6.251249313E-1
2.209694943E1;-1.055234790E0;-5.435595512E0;7.375875711E-1
2.209939714E1;-1.081555843E0;-5.459524155E0;8.189435601E-1
2.210184568E1;-1.098305583E0;-5.442774296E0;8.766704202E-1
2.210429506E1;-1.138983607E0;-5.457130909E0;9.460622668E-1
2.210674354E1;-1.127019525E0;-5.497808933E0;9.891330600E-1
2.210919125E1;-1.127019525E0;-5.490630627E0;9.867402315E-1
2.211163985E1;-1.122233868E0;-5.466702461E0;1.003489971E0
2.211408917E1;-1.129412293E0;-5.449952602E0;9.963115454E-1
2.211653771E1;-1.064806104E0;-5.392524719E0;9.819545746E-1
2.211898537E1;-1.067198873E0;-5.351847172E0;9.867402315E-1
2.212143396E1;-1.074377418E0;-5.277669430E0;9.508479238E-1
2.212388328E1;-1.048056364E0;-5.210670471E0;9.269196987E-1
2.212633182E1;-1.036092162E0;-5.129314423E0;9.340981245E-1
2.212877953E1;-1.045663476E0;-5.047958374E0;9.412766099E-1
2.213122813E1;-1.012163997E0;-4.937589645E0;9.508479238E-1
2.213367745E1;-1.012163997E0;-4.853840828E0;9.652048349E-1
2.213612599E1;-9.930213690E-1;-4.755734921E0;9.867402315E-1
2.213857365E1;-9.858429432E-1;-4.657629490E0;9.819545746E-1
2.214102224E1;-9.762716293E-1;-4.583451748E0;9.819545746E-1
2.214347157E1;-9.978070259E-1;-4.475774765E0;9.675976634E-1
2.214592011E1;-1.028913736E0;-4.389633179E0;9.939187169E-1
2.214836782E1;-1.081555843E0;-4.286442757E0;9.939187169E-1
2.215081641E1;-1.155733347E0;-4.176373005E0;9.795617461E-1
2.215326573E1;-1.194018483E0;-4.061517239E0;1.003489971E0
2.215571427E1;-1.244267821E0;-3.953840256E0;1.020239711E0
2.215816193E1;-1.304387450E0;-3.826721668E0;1.020239711E0
2.216061052E1;-1.354636669E0;-3.726222992E0;1.034596682E0
2.216305985E1;-1.404886007E0;-3.630510092E0;1.080060363E0
2.216550839E1;-1.459920883E0;-3.549154282E0;1.123131156E0
2.216795610E1;-1.517348647E0;-3.474976778E0;1.142273664E0
2.217040469E1;-1.596311808E0;-3.419941664E0;1.082453132E0
2.217285401E1;-1.644168258E0;-3.372085333E0;1.039382339E0
2.217530256E1;-1.677667737E0;-3.314657450E0;9.197412133E-1
2.217775021E1;-1.730309844E0;-3.340978622E0;8.093722463E-1
2.218019880E1;-1.718345761E0;-3.381656647E0;6.562315822E-1
2.218264813E1;-1.706381679E0;-3.393620729E0;5.246263742E-1
2.218509667E1;-1.663310885E0;-3.467798233E0;3.451646566E-1
2.218754432E1;-1.615454435E0;-3.541975737E0;1.701895148E-1
2.218999292E1;-1.510170221E0;-3.616153240E0;-2.093719784E-3
2.219244229E1;-1.366600871E0;-3.738187075E0;-1.743769497E-1
2.219489078E1;-1.256231904E0;-3.855734587E0;-3.708875179E-1
2.219733849E1;-1.062413216E0;-3.980161428E0;-5.335994363E-1
2.219978709E1;-9.236295223E-1;-4.121337891E0;-7.130611539E-1
2.220223641E1;-7.465606928E-1;-4.250550270E0;-8.976075649E-1
2.220468495E1;-5.787639618E-1;-4.437489510E0;-1.134497046E0
2.220713261E1;-4.040879309E-1;-4.703093052E0;-1.373779297E0
2.220958120E1;-2.485544533E-1;-5.026422977E0;-1.654038668E0
2.221203052E1;-7.357929647E-2;-5.368596554E0;-2.008475542E0
2.221447907E1;8.434699476E-2;-5.768496990E0;-2.420041084E0
2.221692677E1;2.231307179E-1;-6.233004093E0;-2.841476917E0
2.221937537E1;3.738785386E-1;-6.752545357E0;-3.284448147E0
2.222182469E1;6.278168559E-1;-7.348657608E0;-3.849453449E0
2.222427323E1;8.431708813E-1;-8.021339417E0;-4.455136776E0
2.222672089E1;1.144965649E0;-8.689236641E0;-5.125426292E0
2.222916948E1;1.491924882E0;-9.419346809E0;-5.877370834E0
2.223161880E1;1.863111496E0;-1.021196842E1;-6.640980244E0
2.223406735E1;2.301297188E0;-1.104975605E1;-7.603493214E0
2.223651506E1;2.863909483E0;-1.189502048E1;-8.644669533E0
2.223896360E1;3.431307554E0;-1.275434303E1;-9.578469276E0
2.224141297E1;3.991527319E0;-1.369771290E1;-1.036869907E1
2.224386146E1;4.633102894E0;-1.465783310E1;-1.099113178E1
2.224630917E1;5.234000206E0;-1.568973827E1;-1.126152039E1
2.224875776E1;5.923432350E0;-1.683171272E1;-1.115862942E1
2.225120709E1;6.610770702E0;-1.802872276E1;-1.068933678E1
2.225365563E1;7.328916550E0;-1.934537315E1;-1.003340435E1
2.225610328E1;8.154739380E0;-2.063091660E1;-9.303294182E0
2.225855188E1;8.937790871E0;-2.186411858E1;-8.774181366E0
2.226100125E1;9.672686577E0;-2.288615227E1;-8.460422516E0
2.226344974E1;1.034536839E1;-2.345355034E1;-8.426922798E0
2.226589745E1;1.097258759E1;-2.350888443E1;-8.565707207E0
2.226834604E1;1.148016453E1;-2.303480721E1;-8.939286232E0
2.227079537E1;1.180110264E1;-2.217996979E1;-9.463613510E0
2.227324391E1;1.188245773E1;-2.107867432E1;-1.015543842E1
2.227569157E1;1.171496010E1;-1.983620071E1;-1.078504944E1
2.227814016E1;1.148973656E1;-1.854826355E1;-1.129023457E1
2.228058948E1;1.099890804E1;-1.730818367E1;-1.141705418E1
2.228303802E1;1.030708313E1;-1.618056488E1;-1.115623665E1
2.228548573E1;9.562616348E0;-1.511037636E1;-1.070130062E1
2.228793433E1;8.645566940E0;-1.406172180E1;-1.025115108E1
2.229038365E1;7.628019333E0;-1.304178047E1;-9.899406433E0
2.229283219E1;6.627520561E0;-1.210319614E1;-9.643074989E0
2.229527985E1;5.669793129E0;-1.120080280E1;-9.533005714E0
2.229772844E1;4.819743156E0;-1.044407272E1;-9.320044518E0
2.230017776E1;4.053740501E0;-9.773782730E0;-9.030213356E0
2.230262630E1;3.280559778E0;-9.144171715E0;-8.635098457E0
2.230507401E1;2.495115757E0;-8.574380875E0;-8.012665749E0
2.230752261E1;1.686042666E0;-8.045268059E0;-7.440482140E0
2.230997193E1;8.742775917E-1;-7.626224995E0;-6.908976078E0
2.231242047E1;-4.247260094E-2;-7.248158932E0;-6.090332031E0
2.231486813E1;-9.236295223E-1;-6.972685337E0;-5.216353416E0
2.231731672E1;-1.799701691E0;-6.843472958E0;-4.206283092E0
2.231976604E1;-2.728715181E0;-6.867401123E0;-3.210270643E0
2.232221459E1;-3.621836185E0;-7.051648140E0;-2.187937260E0
2.232466229E1;-4.485944271E0;-7.374978542E0;-1.146461129E0
2.232711084E1;-5.228317261E0;-7.822735310E0;-2.318046987E-1
2.232956021E1;-5.812465191E0;-8.286943436E0;5.581258535E-1
2.233200870E1;-6.207281113E0;-8.770592690E0;1.108774185E0
2.233445641E1;-6.358327866E0;-9.156135559E0;1.508674622E0
2.233690500E1;-6.240780354E0;-9.462716103E0;1.640279889E0
2.233935433E1;-5.853143215E0;-9.740283966E0;1.621137381E0
2.234180287E1;-5.304887772E0;-9.984351158E0;1.582852125E0
2.234425052E1;-4.639383793E0;-1.017607689E1;1.649851203E0
2.234669912E1;-3.923331738E0;-1.033639526E1;1.889133453E0
2.234914844E1;-3.212364435E0;-1.045364380E1;2.233999014E0
2.235159698E1;-2.518146753E0;-1.056879807E1;2.552543640E0
2.235404469E1;-1.862214208E0;-1.065494061E1;2.772683144E0
2.235649328E1;-1.232303619E0;-1.079372406E1;2.854039192E0
2.235894261E1;-6.625127792E-1;-1.100668526E1;2.803789854E0
2.236139115E1;-7.357929647E-2;-1.130130100E1;2.648256540E0
2.236383880E1;5.225326419E-1;-1.170598793E1;2.434996128E0
2.236628740E1;1.164108157E0;-1.222523022E1;2.159821510E0
2.236873672E1;1.822433591E0;-1.284796238E1;1.805384636E0
2.237118526E1;2.387438774E0;-1.362353611E1;1.475175142E0
2.237363297E1;2.847159863E0;-1.446371555E1;1.223629713E0
2.237608156E1;3.266202927E0;-1.540469265E1;9.412766099E-1
2.237853089E1;3.639483213E0;-1.636720657E1;4.169493318E-1
2.238097943E1;4.058526516E0;-1.737039757E1;-4.737788737E-1
2.238342709E1;4.597210407E0;-1.834218216E1;-1.706680775E0
2.238587568E1;5.265107155E0;-1.922573090E1;-3.231806040E0
2.238832500E1;6.074479580E0;-1.994866371E1;-4.622634411E0
2.239077354E1;6.998407841E0;-2.031027794E1;-5.499005318E0
2.239322125E1;7.872386456E0;-2.031267166E1;-5.659324646E0
2.239566985E1;8.750851631E0;-1.993191338E1;-4.869394302E0
2.239811917E1;9.476474762E0;-1.904866219E1;-3.104986429E0
2.240056766E1;9.938289642E0;-1.785135460E1;-8.353942037E-1
2.240301537E1;1.008215809E1;-1.653948975E1;1.527817249E0
2.240546396E1;9.761220932E0;-1.513430405E1;3.567399502E0
2.240791328E1;8.803493500E0;-1.383171082E1;4.951348305E0
2.241036183E1;7.194918633E0;-1.245763302E1;5.726922035E0
2.241280953E1;5.418247700E0;-1.085593700E1;5.988038540E0
2.241525808E1;3.672982693E0;-9.115457535E0;5.930611134E0
2.241770745E1;2.042573214E0;-7.418049335E0;5.619245052E0
2.242015594E1;5.177469850E-1;-5.806782246E0;4.977669239E0
2.242260365E1;-9.619147182E-1;-4.430311203E0;4.098905087E0
2.242505224E1;-2.412862539E0;-3.242573738E0;2.842075109E0
2.242750156E1;-3.724727631E0;-2.254039049E0;1.230808139E0
2.242995011E1;-4.916951656E0;-1.502094388E0;-7.752745152E-1
2.243239782E1;-6.039783478E0;-8.940183520E-1;-2.934797049E0
2.243484636E1;-7.045367241E0;-4.872384965E-1;-4.967499733E0
2.243729568E1;-7.916653633E0;-2.955136001E-1;-6.722336292E0
2.243974422E1;-8.685347557E0;-3.194418252E-1;-7.890631676E0
2.244219193E1;-9.451350212E0;-6.451647878E-1;-8.376673698E0
2.244464052E1;-1.008814049E1;-1.181456208E0;-8.197212219E0
2.244708985E1;-1.053589725E1;-1.732104540E0;-7.296912670E0
2.244953839E1;-1.069621658E1;-2.117348909E0;-5.915655613E0
2.245198604E1;-1.056221867E1;-2.266003132E0;-4.182055950E0
2.245443464E1;-1.011206818E1;-2.251646042E0;-2.214258194E0
2.245688396E1;-9.396315575E0;-2.093420744E0;-2.198405862E-1
2.245933250E1;-8.462516785E0;-1.992922187E0;1.688136339E0
2.246178021E1;-7.366005421E0;-1.949851394E0;3.395116329E0
2.246422880E1;-6.190531254E0;-2.045564175E0;4.836492538E0
2.246667813E1;-4.983950615E0;-2.373680115E0;5.949753284E0
2.246912667E1;-3.758227110E0;-3.043969393E0;6.789933205E0
2.247157433E1;-2.616252422E0;-4.011268139E0;7.225726128E0
2.247402292E1;-1.562812328E0;-5.292026520E0;7.369295597E0
2.247647224E1;-6.529414654E-1;-6.853044033E0;7.094120979E0
2.247892078E1;4.127619043E-2;-8.672486305E0;6.560222149E0
2.248136849E1;5.919244885E-1;-1.066929722E1;5.753242970E0
2.248381703E1;1.008574724E0;-1.266341591E1;4.831707001E0
2.248626641E1;1.338784218E0;-1.460279846E1;3.905086517E0
2.248871495E1;1.616650820E0;-1.638395500E1;3.033500910E0
2.249116261E1;1.908575177E0;-1.799283028E1;2.336890459E0
2.249361120E1;2.263011932E0;-1.932144547E1;1.800599098E0
2.249606052E1;2.691626310E0;-2.028395844E1;1.407876968E0
2.249850906E1;3.263810158E0;-2.086810493E1;1.156630635E0
2.250095672E1;3.905385733E0;-2.106670952E1;1.008275628E0
2.250340532E1;4.456034184E0;-2.088485527E1;9.269196987E-1
2.250585464E1;5.047360420E0;-2.041316986E1;8.261220455E-1
2.250830318E1;5.545366287E0;-1.964238167E1;7.926225066E-1
2.251075089E1;5.935396671E0;-1.869183350E1;7.567301393E-1
2.251319948E1;6.088836193E0;-1.752832413E1;6.251249313E-1
2.251564880E1;6.050550938E0;-1.616591072E1;3.954139352E-1
2.251809735E1;5.844469070E0;-1.474636745E1;1.510469317E-1
2.252054500E1;5.547759533E0;-1.339861012E1;-8.584251255E-2
2.252299360E1;5.162215710E0;-1.219890881E1;-4.402793646E-1
2.252544292E1;4.745565414E0;-1.121755219E1;-6.987041831E-1
2.252789146E1;4.245166302E0;-1.043210888E1;-8.952147961E-1
2.253033917E1;3.708875179E0;-9.821640015E0;-9.598209858E-1
2.253278776E1;3.170190811E0;-9.431310654E0;-9.478568435E-1
2.253523709E1;2.600399971E0;-9.153742790E0;-8.521439433E-1
2.253768563E1;2.059323072E0;-9.043673515E0;-7.322037220E-1
2.254013328E1;1.530210137E0;-8.962317467E0;-5.455635786E-1
2.254258188E1;1.013360381E0;-8.957531929E0;-3.038884699E-1
2.254503120E1;5.536393523E-1;-8.931210518E0;-7.387840003E-2
2.254747974E1;1.154536903E-1;-8.969495773E0;2.036890239E-1
2.254992745E1;-2.102692872E-1;-8.964710236E0;5.078766346E-1
2.255237604E1;-5.117649436E-1;-9.010173798E0;8.333004713E-1
2.255482537E1;-7.585247755E-1;-9.024530411E0;1.182951689E0
2.255727386E1;-9.092726111E-1;-9.065208435E0;1.403091431E0
2.255972156E1;-1.024128079E0;-9.136993408E0;1.714457393E0
2.256217016E1;-1.067198873E0;-9.230313301E0;1.939382792E0
2.256461948E1;-1.045663476E0;-9.337990761E0;2.083251238E0
2.256706802E1;-1.019342422E0;-9.419346809E0;2.145464659E0
2.256951573E1;-9.284151793E-1;-9.517750740E0;2.200499535E0
2.257196427E1;-7.441678643E-1;-9.606286049E0;2.171785593E0
2.257441365E1;-5.524429083E-1;-9.682855606E0;2.123929262E0
2.257686214E1;-2.605185509E-1;-9.742676735E0;2.061715841E0
2.257930985E1;1.974078640E-2;-9.807282448E0;1.994716763E0
2.258175844E1;3.332005441E-1;-9.879067421E0;1.910668850E0
2.258420776E1;6.230311990E-1;-9.938887596E0;1.793420553E0
2.258665630E1;8.814560175E-1;-9.991530418E0;1.702493310E0
2.258910396E1;1.171286702E0;-1.003729248E1;1.618744493E0
2.259155256E1;1.341177106E0;-1.007318497E1;1.568495274E0
2.259400193E1;1.487139225E0;-1.011386299E1;1.546959877E0
2.259645042E1;1.592722535E0;-1.015932655E1;1.515853167E0
2.259889813E1;1.698006749E0;-1.019043350E1;1.487139225E0
2.260134672E1;1.800898194E0;-1.021675491E1;1.405484200E0
2.260379604E1;1.896611094E0;-1.019043350E1;1.288235903E0
2.260624459E1;1.975574136E0;-1.018564796E1;1.159023523E0
2.260869224E1;2.021037817E0;-1.015454102E1;1.005882859E0
2.261114084E1;2.097608089E0;-1.009711361E1;8.380861282E-1
2.261359016E1;2.133799553E0;-1.007318497E1;6.729813814E-1
2.261603870E1;2.109871387E0;-1.005404282E1;5.150550604E-1
2.261848641E1;2.068894386E0;-1.001097202E1;3.571287692E-1
2.262093500E1;2.013859272E0;-9.974780083E0;2.443670183E-1
2.262338432E1;1.989931107E0;-9.905388832E0;9.361918271E-2
2.262583287E1;1.961217284E0;-9.788140297E0;-3.559323773E-2
2.262828052E1;1.851147413E0;-9.699605942E0;-6.430710852E-2
2.263072912E1;1.733899117E0;-9.601499557E0;-1.217348501E-1
2.263317844E1;1.619043589E0;-9.496215820E0;-2.030908167E-1
2.263562698E1;1.511067510E0;-9.369096756E0;-2.679961324E-1
2.263807469E1;1.369890928E0;-9.261420250E0;-2.967100143E-1
2.264052328E1;1.152144074E0;-9.129815102E0;-2.557329237E-1
2.264297261E1;9.699904919E-1;-9.012566566E0;-2.126621157E-1
2.264542115E1;7.426723242E-1;-8.928817749E0;-1.504487246E-1
2.264786880E1;5.440680385E-1;-8.825627327E0;-5.712864175E-2
2.265031740E1;3.834498227E-1;-8.784949303E0;-5.234299600E-2
2.265276672E1;1.537388563E-1;-8.708378792E0;1.226321608E-2
2.265521526E1;-8.075776696E-2;-8.679664612E0;-1.645065658E-2
2.265766297E1;-2.868396044E-1;-8.612666130E0;-6.879365072E-3
2.266011151E1;-5.428716540E-1;-8.576773643E0;2.691925503E-3
2.266256089E1;-7.489534616E-1;-8.593523026E0;1.944168471E-2
2.266500938E1;-9.595218897E-1;-8.598309517E0;6.969095767E-2
2.266745709E1;-1.064806104E0;-8.619844437E0;1.271187067E-1
2.266990568E1;-1.165304661E0;-8.634201050E0;2.730808854E-1
2.267235500E1;-1.263410330E0;-8.727521896E0;3.714857101E-1
2.267480354E1;-1.342672586E0;-8.808876991E0;4.743770957E-1
2.267725120E1;-1.328315616E0;-8.849555016E0;6.107679605E-1
2.267969979E1;-1.282852054E0;-8.892925262E0;7.304090858E-1
2.268214912E1;-1.194018483E0;-8.971888542E0;7.998009920E-1
2.268459766E1;-9.786644578E-1;-9.050851822E0;8.333004713E-1
2.268704537E1;-8.422735929E-1;-9.127422333E0;8.958129883E-1
2.268949396E1;-7.393822074E-1;-9.203991890E0;9.532406926E-1
2.269194328E1;-5.763711333E-1;-9.218349457E0;1.005882859E0
2.269439182E1;-4.447658956E-1;-9.225527763E0;1.127916813E0
2.269683948E1;-2.772683203E-1;-9.235098839E0;1.252343535E0
2.269928808E1;-1.094716340E-1;-9.218349457E0;1.269093275E0
2.270173740E1;7.716853172E-2;-9.182456970E0;1.226022482E0
2.270418594E1;2.925225794E-1;-9.093922615E0;1.173380375E0
2.270663365E1;4.722833633E-1;-9.002995491E0;1.034596682E0
2.270908224E1;5.967101455E-1;-8.926424980E0;9.053842425E-1
2.271153156E1;6.469594240E-1;-8.825627327E0;7.902296782E-1
2.271398011E1;7.163512707E-1;-8.737092972E0;7.710871100E-1
2.271642776E1;8.048857450E-1;-8.648558617E0;7.686942816E-1
2.271887636E1;9.077770710E-1;-8.543273926E0;7.926225066E-1
2.272132568E1;1.020538807E0;-8.440382957E0;8.452646136E-1
2.272377422E1;1.118644595E0;-8.394919395E0;9.245268703E-1
2.272622193E1;1.176072359E0;-8.298907280E0;9.053842425E-1
2.272867052E1;1.276570916E0;-8.279764175E0;8.476574421E-1
2.273111985E1;1.326820135E0;-8.284550667E0;7.399803996E-1
2.273356839E1;1.451246977E0;-8.234300613E0;5.868397355E-1
2.273601604E1;1.537687659E0;-8.229515076E0;3.858426511E-1
2.273846464E1;1.616650820E0;-8.251050949E0;2.347957194E-1
2.274091396E1;1.633400559E0;-8.282156944E0;1.223330572E-1
2.274336250E1;1.659721613E0;-8.318348885E0;3.619144112E-2
2.274581021E1;1.681257010E0;-8.375776291E0;-2.093719784E-3
2.274825875E1;1.669292927E0;-8.473882675E0;-4.516452923E-2
2.275070813E1;1.700399637E0;-8.555238724E0;-8.105687052E-2
2.275315667E1;1.714756489E0;-8.674879074E0;-1.576271951E-1
2.275560432E1;1.724327803E0;-8.768199921E0;-2.054836452E-1
2.275805292E1;1.741077542E0;-8.871090889E0;-2.437688112E-1
2.276050224E1;1.702792406E0;-9.022137642E0;-2.847459018E-1
2.276295078E1;1.700399637E0;-9.196813583E0;-3.828516304E-1
2.276539849E1;1.681257010E0;-9.376275063E0;-4.929214716E-1
2.276784703E1;1.652543187E0;-9.491430283E0;-5.599204898E-1
2.277029636E1;1.635793328E0;-9.594321251E0;-6.364908218E-1
2.277274490E1;1.628614902E0;-9.685248375E0;-6.675975323E-1
2.277519261E1;1.638186216E0;-9.733105659E0;-6.388836503E-1
2.277764120E1;1.626222134E0;-9.766604424E0;-6.125625968E-1
2.278009052E1;1.614257932E0;-9.711569786E0;-5.647061467E-1
2.278253906E1;1.616650820E0;-9.646963120E0;-4.929214716E-1
2.278498672E1;1.638186216E0;-9.565608025E0;-4.570291340E-1
2.278743532E1;1.669292927E0;-9.409774780E0;-4.139583111E-1
2.278988464E1;1.714756489E0;-9.297312737E0;-3.732803464E-1
2.279233318E1;1.803290963E0;-9.184849739E0;-5.000999570E-1
2.279478089E1;1.901396751E0;-9.046066284E0;-6.101697683E-1
2.279722948E1;1.918146491E0;-8.971888542E0;-7.298108935E-1
2.279967881E1;1.896611094E0;-8.943174362E0;-8.952147961E-1
